run_id,date,gpu_class,precision,admission,specdec,traffic,seed,status,evidence_path
w2/awq/open-loop/seed-1/ol-rate-27.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 27.13 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-27.13
w2/awq/open-loop/seed-1/ol-rate-30.15,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 30.15 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-30.15
w2/awq/open-loop/seed-1/ol-rate-37.69,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 37.69 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-37.69
w2/awq/open-loop/seed-1/ol-rate-45.22,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 45.22 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-45.22
w2/awq/open-loop/seed-1/ol-rate-60.30,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 60.3 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-60.30
w2/awq/open-loop/seed-1/ol-rate-7.54,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 7.54 rps,1,clean,evidence/raw/w2/awq/open-loop/seed-1/ol-rate-7.54
w2/awq/open-loop/seed-2/ol-rate-15.07,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 15.07 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-15.07
w2/awq/open-loop/seed-2/ol-rate-16.58,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 16.58 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-16.58
w2/awq/open-loop/seed-2/ol-rate-18.09,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 18.09 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-18.09
w2/awq/open-loop/seed-2/ol-rate-19.60,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 19.6 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-19.60
w2/awq/open-loop/seed-2/ol-rate-21.10,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 21.1 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-21.10
w2/awq/open-loop/seed-2/ol-rate-22.61,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 22.61 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-22.61
w2/awq/open-loop/seed-2/ol-rate-24.12,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 24.12 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-24.12
w2/awq/open-loop/seed-2/ol-rate-25.63,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 25.63 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-25.63
w2/awq/open-loop/seed-2/ol-rate-27.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 27.13 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-27.13
w2/awq/open-loop/seed-2/ol-rate-30.15,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 30.15 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-30.15
w2/awq/open-loop/seed-2/ol-rate-37.69,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 37.69 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-37.69
w2/awq/open-loop/seed-2/ol-rate-45.22,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 45.22 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-45.22
w2/awq/open-loop/seed-2/ol-rate-60.30,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 60.3 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-60.30
w2/awq/open-loop/seed-2/ol-rate-7.54,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 7.54 rps,2,clean,evidence/raw/w2/awq/open-loop/seed-2/ol-rate-7.54
w2/awq/open-loop/seed-3/ol-rate-15.07,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 15.07 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-15.07
w2/awq/open-loop/seed-3/ol-rate-16.58,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 16.58 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-16.58
w2/awq/open-loop/seed-3/ol-rate-18.09,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 18.09 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-18.09
w2/awq/open-loop/seed-3/ol-rate-19.60,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 19.6 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-19.60
w2/awq/open-loop/seed-3/ol-rate-21.10,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 21.1 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-21.10
w2/awq/open-loop/seed-3/ol-rate-22.61,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 22.61 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-22.61
w2/awq/open-loop/seed-3/ol-rate-24.12,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 24.12 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-24.12
w2/awq/open-loop/seed-3/ol-rate-25.63,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 25.63 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-25.63
w2/awq/open-loop/seed-3/ol-rate-27.13,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 27.13 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-27.13
w2/awq/open-loop/seed-3/ol-rate-30.15,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 30.15 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-30.15
w2/awq/open-loop/seed-3/ol-rate-37.69,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 37.69 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-37.69
w2/awq/open-loop/seed-3/ol-rate-45.22,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 45.22 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-45.22
w2/awq/open-loop/seed-3/ol-rate-60.30,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 60.3 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-60.30
w2/awq/open-loop/seed-3/ol-rate-7.54,2026-09-09,"RTX 4090 24 GB (WSL2, desktop-shared)",awq,direct,none,open_loop 7.54 rps,3,clean,evidence/raw/w2/awq/open-loop/seed-3/ol-rate-7.54
w2/bf16/closed-loop/seed-1/cl-conc-1,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-1
w2/bf16/closed-loop/seed-1/cl-conc-16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=16,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-16
w2/bf16/closed-loop/seed-1/cl-conc-2,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-2
w2/bf16/closed-loop/seed-1/cl-conc-24,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=24,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-24
w2/bf16/closed-loop/seed-1/cl-conc-32,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=32,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-32
w2/bf16/closed-loop/seed-1/cl-conc-4,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=4,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-4
w2/bf16/closed-loop/seed-1/cl-conc-40,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=40,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-40
w2/bf16/closed-loop/seed-1/cl-conc-8,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,closed_loop c=8,1,clean,evidence/raw/w2/bf16/closed-loop/seed-1/cl-conc-8
w2/bf16/open-loop/seed-1/ol-rate-10.26,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 10.26 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-10.26
w2/bf16/open-loop/seed-1/ol-rate-11.40,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 11.4 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-11.40
w2/bf16/open-loop/seed-1/ol-rate-14.25,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 14.25 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-14.25
w2/bf16/open-loop/seed-1/ol-rate-17.10,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 17.1 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-17.10
w2/bf16/open-loop/seed-1/ol-rate-2.85,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 2.85 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-2.85
w2/bf16/open-loop/seed-1/ol-rate-22.80,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 22.8 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-22.80
w2/bf16/open-loop/seed-1/ol-rate-5.70,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 5.7 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-5.70
w2/bf16/open-loop/seed-1/ol-rate-6.27,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.27 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-6.27
w2/bf16/open-loop/seed-1/ol-rate-6.84,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.84 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-6.84
w2/bf16/open-loop/seed-1/ol-rate-7.41,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.41 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-7.41
w2/bf16/open-loop/seed-1/ol-rate-7.98,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.98 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-7.98
w2/bf16/open-loop/seed-1/ol-rate-8.55,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 8.55 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-8.55
w2/bf16/open-loop/seed-1/ol-rate-9.12,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.12 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-9.12
w2/bf16/open-loop/seed-1/ol-rate-9.69,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.69 rps,1,clean,evidence/raw/w2/bf16/open-loop/seed-1/ol-rate-9.69
w2/bf16/open-loop/seed-2/ol-rate-10.26,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 10.26 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-10.26
w2/bf16/open-loop/seed-2/ol-rate-11.40,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 11.4 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-11.40
w2/bf16/open-loop/seed-2/ol-rate-14.25,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 14.25 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-14.25
w2/bf16/open-loop/seed-2/ol-rate-17.10,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 17.1 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-17.10
w2/bf16/open-loop/seed-2/ol-rate-2.85,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 2.85 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-2.85
w2/bf16/open-loop/seed-2/ol-rate-22.80,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 22.8 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-22.80
w2/bf16/open-loop/seed-2/ol-rate-5.70,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 5.7 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-5.70
w2/bf16/open-loop/seed-2/ol-rate-6.27,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.27 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-6.27
w2/bf16/open-loop/seed-2/ol-rate-6.84,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.84 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-6.84
w2/bf16/open-loop/seed-2/ol-rate-7.41,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.41 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-7.41
w2/bf16/open-loop/seed-2/ol-rate-7.98,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.98 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-7.98
w2/bf16/open-loop/seed-2/ol-rate-8.55,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 8.55 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-8.55
w2/bf16/open-loop/seed-2/ol-rate-9.12,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.12 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-9.12
w2/bf16/open-loop/seed-2/ol-rate-9.69,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.69 rps,2,clean,evidence/raw/w2/bf16/open-loop/seed-2/ol-rate-9.69
w2/bf16/open-loop/seed-3/ol-rate-10.26,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 10.26 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-10.26
w2/bf16/open-loop/seed-3/ol-rate-11.40,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 11.4 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-11.40
w2/bf16/open-loop/seed-3/ol-rate-14.25,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 14.25 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-14.25
w2/bf16/open-loop/seed-3/ol-rate-17.10,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 17.1 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-17.10
w2/bf16/open-loop/seed-3/ol-rate-2.85,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 2.85 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-2.85
w2/bf16/open-loop/seed-3/ol-rate-22.80,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 22.8 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-22.80
w2/bf16/open-loop/seed-3/ol-rate-5.70,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 5.7 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-5.70
w2/bf16/open-loop/seed-3/ol-rate-6.27,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.27 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-6.27
w2/bf16/open-loop/seed-3/ol-rate-6.84,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 6.84 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-6.84
w2/bf16/open-loop/seed-3/ol-rate-7.41,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.41 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-7.41
w2/bf16/open-loop/seed-3/ol-rate-7.98,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 7.98 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-7.98
w2/bf16/open-loop/seed-3/ol-rate-8.55,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 8.55 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-8.55
w2/bf16/open-loop/seed-3/ol-rate-9.12,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.12 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-9.12
w2/bf16/open-loop/seed-3/ol-rate-9.69,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",bf16,direct,none,open_loop 9.69 rps,3,clean,evidence/raw/w2/bf16/open-loop/seed-3/ol-rate-9.69
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-1,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=1,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-1
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-128,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=128,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-128
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-16,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=16,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-16
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-192,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=192,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-192
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-2,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=2,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-2
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-256,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=256,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-256
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-32,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=32,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-32
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-4,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=4,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-4
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-64,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=64,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-64
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-8,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=8,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-8
w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-96,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,closed_loop c=96,1,clean,evidence/raw/w2/fp8-mbt8192/closed-loop/seed-1/cl-conc-96
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-19.72,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 19.72 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-19.72
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-21.69,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 21.69 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-21.69
w2/fp8-mbt8192/open-loop/seed-1/ol-rate-23.66,2026-09-10,"RTX 4090 24 GB (WSL2, desktop-shared)",fp8,direct,none,open_loop 23.66 rps,1,clean,evidence/raw/w2/fp8-mbt8192/open-loop/seed-1/ol-rate-23.66
